timestamp(ns),elapsed(s)
0,0.000735258
1000000000,0.000952147
2000000000,0.0011519
3000000000,0.00184332
4000000000,0.00347987
5000000000,0.00400866
6000000000,0.00270909
7000000000,0.00422346
8000000000,0.00448753
9000000000,0.00427416
10000000000,0.00547471
11000000000,0.00488744
12000000000,0.00458151
13000000000,0.00707923
14000000000,0.007023
15000000000,0.00756187
16000000000,0.00747387
17000000000,0.00575591
18000000000,0.00693587
19000000000,0.00728269
20000000000,0.00506173
21000000000,0.00686447
22000000000,0.00847666
23000000000,0.00726122
24000000000,0.00580711
25000000000,0.00553116
26000000000,0.00725972
27000000000,0.0064533
28000000000,0.0100291
29000000000,0.00887232
30000000000,0.00889146
31000000000,0.00797351
32000000000,0.0100297
33000000000,0.0065047
34000000000,0.00943372
35000000000,0.00838016
36000000000,0.0063076
37000000000,0.0068093
38000000000,0.00887632
39000000000,0.0089889
40000000000,0.00871393
41000000000,0.00927089
42000000000,0.00680133
43000000000,0.00827762
44000000000,0.0089103
45000000000,0.00785557
46000000000,0.00711899
47000000000,0.00788223
48000000000,0.00713048
49000000000,0.00900334
50000000000,0.00881207
51000000000,0.00760424
52000000000,0.0089489
53000000000,0.00787533
54000000000,0.00754601
55000000000,0.00793292
56000000000,0.00861533
57000000000,0.0115414
58000000000,0.00956086
59000000000,0.00961467
60000000000,0.0084354
61000000000,0.00981013
62000000000,0.00959803
63000000000,0.0101921
64000000000,0.00998352
65000000000,0.0109647
66000000000,0.0106273
67000000000,0.0105583
68000000000,0.0102751
69000000000,0.00986068
70000000000,0.0114519
71000000000,0.0103654
72000000000,0.0121875
73000000000,0.0102264
74000000000,0.0119634
75000000000,0.0116308
76000000000,0.0121542
77000000000,0.0142961
78000000000,0.0116555
79000000000,0.012079
80000000000,0.0128423
81000000000,0.0122615
82000000000,0.0114604
83000000000,0.0140201
84000000000,0.0123402
85000000000,0.0124805
86000000000,0.0120624
87000000000,0.0110882
88000000000,0.0119864
89000000000,0.013148
90000000000,0.0124594
91000000000,0.0122704
92000000000,0.0117177
93000000000,0.0121002
94000000000,0.012756
95000000000,0.0114812
96000000000,0.0117032
97000000000,0.0120825
98000000000,0.0119223
99000000000,0.0117653
100000000000,0.0119342
101000000000,0.0136844
102000000000,0.0124842
103000000000,0.0125443
104000000000,0.0122343
105000000000,0.0130484
106000000000,0.0141489
107000000000,0.0141881
108000000000,0.0143758
109000000000,0.0144274
110000000000,0.0127962
111000000000,0.0123699
112000000000,0.014396
113000000000,0.0127701
114000000000,0.0133833
115000000000,0.0160681
116000000000,0.0138549
117000000000,0.0141998
118000000000,0.0143613
119000000000,0.015653
120000000000,0.0137629
121000000000,0.0140497
122000000000,0.0151979
123000000000,0.0163257
124000000000,0.0156424
125000000000,0.0170669
126000000000,0.0155842
127000000000,0.016143
128000000000,0.0161625
129000000000,0.0163991
130000000000,0.0159797
131000000000,0.0160856
132000000000,0.0167676
133000000000,0.0168136
134000000000,0.0163462
135000000000,0.0171373
136000000000,0.0169902
137000000000,0.0169258
138000000000,0.0160278
139000000000,0.0166456
140000000000,0.0183666
141000000000,0.0170887
142000000000,0.0174868
143000000000,0.0174696
144000000000,0.0180345
145000000000,0.0179885
146000000000,0.0177934
147000000000,0.0174557
148000000000,0.0178341
149000000000,0.0180205
150000000000,0.0185458
151000000000,0.0175816
152000000000,0.0205076
153000000000,0.0174968
154000000000,0.0176424
155000000000,0.0177806
156000000000,0.0200841
157000000000,0.0195643
158000000000,0.0209102
159000000000,0.0197506
160000000000,0.0178887
161000000000,0.0202884
162000000000,0.018811
163000000000,0.0188996
164000000000,0.0189447
165000000000,0.021235
166000000000,0.0223076
167000000000,0.0200812
168000000000,0.0215384
169000000000,0.019171
170000000000,0.0237341
171000000000,0.0203114
172000000000,0.0207774
173000000000,0.0206686
174000000000,0.0208073
175000000000,0.0207238
176000000000,0.0207051
177000000000,0.0207332
178000000000,0.0216223
179000000000,0.0215689
180000000000,0.0233663
181000000000,0.022066
182000000000,0.0215572
183000000000,0.0209775
184000000000,0.0238459
185000000000,0.0212355
186000000000,0.0234777
187000000000,0.0221078
188000000000,0.0222314
189000000000,0.0228503
190000000000,0.02241
191000000000,0.0237969
192000000000,0.0246964
193000000000,0.0243992
194000000000,0.0229423
195000000000,0.0243186
196000000000,0.0245653
197000000000,0.0220169
198000000000,0.0248988
199000000000,0.0237675
200000000000,0.022234
201000000000,0.0239032
202000000000,0.0241091
203000000000,0.0245066
204000000000,0.0240357
205000000000,0.0227254
206000000000,0.0242372
207000000000,0.0233349
208000000000,0.0226776
209000000000,0.0232791
210000000000,0.0253783
211000000000,0.0223363
212000000000,0.0236707
213000000000,0.0237219
214000000000,0.0237168
215000000000,0.0259098
216000000000,0.0250094
217000000000,0.0228781
218000000000,0.0238214
219000000000,0.0262047
220000000000,0.0240088
221000000000,0.0233297
222000000000,0.0267323
223000000000,0.0260474
224000000000,0.023508
225000000000,0.0241344
226000000000,0.025364
227000000000,0.0245257
228000000000,0.024812
229000000000,0.0264175
230000000000,0.0237361
231000000000,0.0247371
232000000000,0.0248495
233000000000,0.0274779
234000000000,0.0252322
235000000000,0.0282322
236000000000,0.0280177
237000000000,0.0276786
238000000000,0.026231
239000000000,0.026048
240000000000,0.027006
241000000000,0.0249818
242000000000,0.0290753
243000000000,0.0258396
244000000000,0.0260675
245000000000,0.0264888
246000000000,0.027673
247000000000,0.0251933
248000000000,0.0286834
249000000000,0.0256252
250000000000,0.0268861
251000000000,0.0255408
252000000000,0.0285356
253000000000,0.0294447
254000000000,0.0270853
255000000000,0.0272881
256000000000,0.0275395
257000000000,0.0276189
258000000000,0.0276487
259000000000,0.0280228
260000000000,0.0277021
261000000000,0.0267635
262000000000,0.0307616
263000000000,0.0292837
264000000000,0.0292374
265000000000,0.0273233
266000000000,0.0286848
267000000000,0.0293845
268000000000,0.0310598
269000000000,0.0295648
270000000000,0.0297681
271000000000,0.0304096
272000000000,0.029526
273000000000,0.029868
274000000000,0.0304491
275000000000,0.0299772
