timestamp(ns),elapsed(s)
0,0.0188028
200000000,0.00762463
400000000,0.00860913
600000000,0.00703862
800000000,0.00803959
1000000000,0.012486
1200000000,0.00713635
1400000000,0.0067038
1600000000,0.0075526
1800000000,0.00684797
2000000000,0.0118751
2200000000,0.00705359
2400000000,0.00707155
2600000000,0.00704006
2800000000,0.00623805
3000000000,0.0138906
3200000000,0.00692937
3400000000,0.0078109
3600000000,0.0070733
3800000000,0.00739479
4000000000,0.0122779
4200000000,0.00642793
4400000000,0.00637019
4600000000,0.00615114
4800000000,0.00651532
5000000000,0.0119677
5200000000,0.00634844
5400000000,0.00613277
5600000000,0.00622048
5800000000,0.00610359
6000000000,0.0108342
6200000000,0.00674032
6400000000,0.00649962
6600000000,0.00628613
6800000000,0.00659141
7000000000,0.0156096
7200000000,0.00622241
7400000000,0.00654245
7600000000,0.00625867
7800000000,0.0058019
8000000000,0.0101418
8200000000,0.00614675
8400000000,0.00647305
8600000000,0.00549158
8800000000,0.00568265
9000000000,0.0111213
9200000000,0.00566478
9400000000,0.00673065
9600000000,0.00650305
9800000000,0.00697698
10000000000,0.0115829
10200000000,0.00715278
10400000000,0.00723672
10600000000,0.00670627
10800000000,0.00606295
11000000000,0.0103915
11200000000,0.00597451
11400000000,0.00767182
11600000000,0.00610463
11800000000,0.00586759
12000000000,0.0115327
12200000000,0.0058848
12400000000,0.00609347
12600000000,0.00594447
12800000000,0.00543522
13000000000,0.00844388
13200000000,0.00580411
13400000000,0.00631423
13600000000,0.00551702
13800000000,0.00610849
14000000000,0.0121349
14200000000,0.00666803
14400000000,0.00646116
14600000000,0.00700916
14800000000,0.00759466
15000000000,0.0119733
15200000000,0.00627875
15400000000,0.0064079
15600000000,0.00624814
15800000000,0.00659202
16000000000,0.010974
16200000000,0.00646747
16400000000,0.00609555
16600000000,0.00635827
16800000000,0.00628393
17000000000,0.0098484
17200000000,0.00585841
17400000000,0.00643393
17600000000,0.00678536
17800000000,0.0061572
18000000000,0.014934
18200000000,0.00600795
18400000000,0.00651519
18600000000,0.00591564
18800000000,0.00564281
19000000000,0.0139768
19200000000,0.00578539
19400000000,0.00539183
19600000000,0.00549495
19800000000,0.00608765
20000000000,0.0146133
20200000000,0.00544959
20400000000,0.00548871
20600000000,0.0057118
20800000000,0.00572714
21000000000,0.0122946
21200000000,0.00597366
21400000000,0.00646602
21600000000,0.0061354
21800000000,0.00568607
22000000000,0.0107232
22200000000,0.00577971
22400000000,0.00555038
22600000000,0.00642151
22800000000,0.00678401
23000000000,0.0142934
23200000000,0.00641471
23400000000,0.00616218
23600000000,0.00597235
23800000000,0.00639713
24000000000,0.0118414
24200000000,0.00570102
24400000000,0.00625277
24600000000,0.00599618
24800000000,0.00696785
25000000000,0.0122101
25200000000,0.00635054
25400000000,0.00647469
25600000000,0.0066254
25800000000,0.00657208
26000000000,0.0119125
26200000000,0.00598512
26400000000,0.00645812
26600000000,0.0060666
26800000000,0.00640684
27000000000,0.0112008
27200000000,0.00578173
27400000000,0.00578147
27600000000,0.00599458
27800000000,0.00749879
28000000000,0.0109872
28200000000,0.00592929
28400000000,0.00684614
28600000000,0.00671672
28800000000,0.00695623
29000000000,0.0115147
29200000000,0.00635302
29400000000,0.0073986
29600000000,0.0072064
29800000000,0.00690837
30000000000,0.0119385
30200000000,0.00667978
30400000000,0.00659991
30600000000,0.00676801
30800000000,0.0061248
31000000000,0.0127457
31200000000,0.00573329
31400000000,0.00578573
31600000000,0.00627373
31800000000,0.00616912
32000000000,0.0118274
32200000000,0.00655002
32400000000,0.00705957
32600000000,0.00674323
32800000000,0.00704746
33000000000,0.0109768
33200000000,0.00685904
33400000000,0.00723403
33600000000,0.00645031
33800000000,0.0067178
34000000000,0.0115047
34200000000,0.00649231
34400000000,0.00762877
34600000000,0.0069522
34800000000,0.00735354
35000000000,0.0114644
35200000000,0.00631932
35400000000,0.00689896
35600000000,0.00705366
35800000000,0.0068421
36000000000,0.0110122
36200000000,0.00777967
36400000000,0.00625173
36600000000,0.00685252
36800000000,0.00665693
37000000000,0.00971611
37200000000,0.00679324
37400000000,0.00612835
37600000000,0.00619596
37800000000,0.00767529
38000000000,0.00919302
38200000000,0.00705228
38400000000,0.0069913
38600000000,0.00694129
38800000000,0.00655999
39000000000,0.0122609
39200000000,0.0111433
39400000000,0.00650352
39600000000,0.00610142
39800000000,0.008012
40000000000,0.015523
40200000000,0.00533835
40400000000,0.00611085
40600000000,0.00617223
40800000000,0.00647859
41000000000,0.015392
41200000000,0.00591791
41400000000,0.00641281
41600000000,0.00595833
41800000000,0.00605399
42000000000,0.0105789
42200000000,0.00559404
42400000000,0.00668491
42600000000,0.00637184
42800000000,0.00641902
43000000000,0.0132599
43200000000,0.00578956
43400000000,0.00606648
43600000000,0.00795389
43800000000,0.0060082
44000000000,0.0142265
44200000000,0.00555267
44400000000,0.0061189
44600000000,0.00726809
44800000000,0.00703065
45000000000,0.0137669
45200000000,0.00621435
45400000000,0.0059859
45600000000,0.00591022
45800000000,0.00605786
46000000000,0.0117505
46200000000,0.00610008
46400000000,0.00584273
46600000000,0.00587253
46800000000,0.00632601
47000000000,0.0136801
47200000000,0.00518491
47400000000,0.00545254
47600000000,0.00547141
47800000000,0.0055925
48000000000,0.013691
48200000000,0.00617619
48400000000,0.0066374
48600000000,0.00638051
48800000000,0.00629465
49000000000,0.0120653
49200000000,0.0059608
49400000000,0.00720138
49600000000,0.0061616
49800000000,0.00612344
50000000000,0.0154527
50200000000,0.0055248
50400000000,0.00594759
50600000000,0.00587848
50800000000,0.0057379
51000000000,0.013554
51200000000,0.00556992
51400000000,0.00665768
51600000000,0.00889818
51800000000,0.00839039
52000000000,0.0168593
52200000000,0.0058536
52400000000,0.00770375
52600000000,0.00639273
52800000000,0.00835548
53000000000,0.0132448
53200000000,0.00598293
53400000000,0.00672705
53600000000,0.00831017
53800000000,0.0068978
54000000000,0.0184204
54200000000,0.00609867
54400000000,0.00714463
54600000000,0.00659209
54800000000,0.00633678
55000000000,0.0130524
55200000000,0.00619337
55400000000,0.0073132
55600000000,0.00687065
55800000000,0.00834019
56000000000,0.0142666
56200000000,0.00573777
56400000000,0.00672941
56600000000,0.00670407
56800000000,0.00669333
57000000000,0.0131708
57200000000,0.00695386
57400000000,0.00633126
57600000000,0.00646078
57800000000,0.00670705
58000000000,0.0119777
58200000000,0.00580435
58400000000,0.00653885
58600000000,0.0064813
58800000000,0.00667085
59000000000,0.0114454
59200000000,0.00617327
59400000000,0.00639561
59600000000,0.00647359
59800000000,0.00745462
60000000000,0.0117703
60200000000,0.00671952
60400000000,0.00791248
60600000000,0.00748663
60800000000,0.00773471
61000000000,0.0131
61200000000,0.00623014
61400000000,0.0066699
61600000000,0.00734563
61800000000,0.00741162
62000000000,0.0129318
62200000000,0.0067068
62400000000,0.00725528
62600000000,0.00712872
62800000000,0.00729509
63000000000,0.0110531
63200000000,0.00697284
63400000000,0.008019
63600000000,0.00728455
63800000000,0.00711853
64000000000,0.0132233
64200000000,0.00682635
64400000000,0.00710448
64600000000,0.00756775
64800000000,0.00732414
65000000000,0.014616
65200000000,0.00620063
65400000000,0.00712141
65600000000,0.00756877
65800000000,0.00685461
66000000000,0.0128857
66200000000,0.00689275
66400000000,0.00781909
66600000000,0.00734672
66800000000,0.00794806
67000000000,0.0121658
67200000000,0.00689163
67400000000,0.00721796
67600000000,0.00755778
67800000000,0.00721329
68000000000,0.0109701
68200000000,0.00686918
68400000000,0.00708947
68600000000,0.00675531
68800000000,0.00742307
69000000000,0.0130146
69200000000,0.00675844
69400000000,0.00827185
69600000000,0.00799171
69800000000,0.00698355
70000000000,0.0110515
70200000000,0.00755251
70400000000,0.00773178
70600000000,0.00687098
70800000000,0.00760767
71000000000,0.0115326
71200000000,0.00660935
71400000000,0.00687247
71600000000,0.0064594
71800000000,0.00650978
72000000000,0.0116414
72200000000,0.00648818
72400000000,0.00677888
72600000000,0.00668585
72800000000,0.00707652
73000000000,0.0126697
